,embedding_x,embedding_y
219,-7.356672,7.207196
220,-1.7875571,1.6030117
221,6.81275,-7.0060625
222,8.27975,-12.134353
223,10.254996,11.35958
224,3.7023313,9.068537
225,14.03955,2.5741982
226,14.051375,4.365182
227,3.188559,-1.6209394
228,-14.838042,16.630062
229,8.26571,-12.120624
230,7.4130497,-8.131352
231,-14.838059,16.630066
232,21.885132,0.40036994
233,18.363644,19.027359
234,18.72604,18.4226
235,6.068822,-7.2625813
236,1.6755729,4.4918313
237,-6.7964597,4.0702825
238,1.8336197,5.055649
239,8.070477,-3.5738943
240,2.4229498,1.0710809
241,2.450729,1.338322
242,-7.725809,14.992846
243,6.0216575,-7.25996
244,6.0315523,-7.255812
245,10.936724,-2.1829448
246,16.422714,17.703249
247,2.052882,1.0567958
248,5.403287,14.5822935
249,9.099327,-4.087981
250,5.412241,14.57229
251,-7.8005953,15.099086
252,3.198534,-1.6128421
253,9.517313,-3.0046659
254,7.744479,-2.934321
255,-8.226039,7.464524
256,-0.7708098,2.9848228
257,7.791951,-7.847775
258,22.9864,10.136504
259,10.755869,20.823473
260,6.012976,-7.2724905
261,-3.7342958,-2.3300202
262,9.343067,-2.9043074
263,6.342451,18.377192
264,2.0038497,-1.2719918
265,17.195719,11.653968
266,8.899705,-2.2658226
267,1.9238721,2.2742457
268,6.6362166,-7.1303277
269,-4.5202565,-1.9403286
270,8.977341,-8.806407
271,-2.420277,1.5803839
272,9.064934,-5.478636
273,6.1080184,-7.158283
274,7.2039504,-7.70646
275,1.688356,4.5813727
276,8.449417,-4.312641
277,9.039004,-8.645708
278,10.905014,-2.3279247
279,8.270966,-8.979169
280,-7.2070947,-9.941991
281,7.6019573,-8.072641
282,7.705755,-8.001339
283,7.9382377,-6.145518
284,-1.6700491,1.5490955
285,7.5948586,-8.014239
286,9.821004,-9.417921
287,9.753878,-9.359719
288,3.4150527,12.620966
289,6.686908,-7.206658
290,19.464037,-5.676283
291,9.5424,7.8987393
292,10.57401,-0.35024995
293,-0.30827358,3.1370049
294,7.2718625,-7.809592
295,-3.7655866,-2.3036027
296,-1.5690327,12.1844845
297,-4.502385,-1.9531093
298,2.019243,1.1399449
299,1.9819058,3.7794633
300,9.574635,19.410057
301,9.359122,-2.9117293
302,8.928878,-6.580541
303,9.821293,-9.467478
304,8.420749,-4.308421
305,22.186846,10.213044
306,9.658246,-9.271475
307,10.726665,-2.4632187
308,14.057431,4.370169
309,10.468736,-5.0767994
310,8.406095,-12.25849
311,7.326891,-6.581562
312,7.6447167,-7.9266386
313,2.2488039,0.27264768
314,2.178828,1.4349426
315,-11.49507,14.931088
316,-7.484259,17.540855
317,7.64708,-7.9394174
318,-6.771173,15.137451
319,8.393168,-4.2807407
320,9.365222,-2.9224603
321,-7.2494802,7.0922112
322,5.3532352,14.63342
323,9.825408,-9.461802
324,7.242454,-7.7322083
325,-8.169515,7.431911
326,-1.2403545,3.096508
327,-1.9737377,1.3163474
328,8.637939,-1.4084007
329,9.368233,-9.043966
330,6.8414392,-6.909682
331,1.6366011,5.008198
332,8.124068,-5.964579
333,22.209864,10.237305
334,9.662852,-1.7726831
335,-14.838151,16.630106
336,9.881147,-9.212286
337,10.520958,-2.116575
338,25.2232,13.194642
339,9.82711,-9.47035
340,2.213306,3.3869572
341,7.3666596,-6.539406
342,-14.838134,16.630098
343,-7.662808,18.330147
344,12.917419,13.3887205
345,-7.207744,-9.941945
346,6.7762356,-7.1983027
347,18.627922,18.469126
348,7.4446216,-8.10802
349,8.680387,-1.3602653
350,7.498591,-8.110823
351,-7.5094795,18.29763
352,-2.1924071,1.3210077
353,-1.1183318,2.7045817
354,-2.4947073,13.515151
355,-2.5786698,13.589191
356,9.190368,13.065898
357,-8.249883,-4.0553503
358,9.814249,-3.1392887
359,-14.838069,16.630075
360,6.3041825,18.424131
361,-1.4004391,1.3311752
362,10.254039,12.546835
363,-3.2232566,16.930883
364,6.7352962,-7.237517
365,1.9991138,3.7543862
366,22.577913,10.6910095
367,2.3009617,1.8175266
368,8.128008,-3.8252747
369,23.78453,13.444414
370,-6.928474,6.406862
371,20.04075,-5.5141153
372,6.884434,-6.92596
373,8.878425,-1.4292475
374,-2.219685,1.4948249
375,9.028403,-5.514735
376,-2.6654165,13.380787
377,9.727012,-3.1317837
378,1.7001001,5.1224933
379,-14.8380785,16.630077
380,9.18193,-4.199789
381,6.916024,-7.3689284
382,5.393696,14.592798
383,6.8757615,4.882005
384,-1.1666522,3.0635457
385,-7.2563796,14.3031845
386,10.0197315,-9.073351
387,1.7528826,1.7121526
388,8.265328,-12.118629
389,2.1840487,3.3187969
390,8.420844,-4.305765
391,22.987373,10.138843
392,7.4900107,-8.162152
393,9.271936,-8.333429
394,8.992089,-5.5742764
395,8.122673,-3.7385507
396,8.644232,-1.411704
397,10.756058,20.8193
398,8.421669,-4.3645906
399,8.907681,-6.5980864
400,-7.657707,15.802869
401,-2.2584913,1.3499999
402,1.6487975,4.4209704
403,10.09898,0.17626762
404,7.38676,-6.5061502
405,-7.6930647,15.763748
406,21.887285,0.4006517
407,-1.9781026,12.925016
408,22.651913,13.325654
409,10.829771,-2.1718197
410,-7.187536,14.31593
411,-4.101411,-1.9470234
412,9.104927,-4.0871606
413,2.0030463,3.7469716
414,8.4905615,-1.615738
415,-11.597876,14.815648
416,-3.7324932,-2.308067
417,7.366851,-3.0225
418,-7.1910615,14.3265
419,7.4471498,-8.092002
420,-7.2134323,6.780619
421,-4.211337,-1.650085
422,23.084835,2.139347
423,6.1934137,19.317528
424,8.265947,-8.983146
425,-6.935591,6.40633
426,6.0156283,-7.255603
427,8.626503,-1.7275507
428,-4.498504,-1.9143212
429,22.228561,10.276622
430,23.094404,17.290539
431,7.2529073,-7.7346272
432,8.2760725,-1.9512073
433,7.709925,-7.9180765
434,2.4627538,1.2725137
435,-7.721598,14.01002
436,-3.933217,9.081488
437,2.0848448,5.2766685
438,8.366616,-5.5499334
439,7.7410426,-2.9298775
440,-3.8042328,8.953719
441,6.829357,-7.287368
442,-7.499692,17.610226
443,3.3942466,12.605783
444,1.6928115,4.7566533
445,1.8452736,5.2318645
446,-0.75240624,3.001547
447,-3.8267152,-2.4002964
448,8.973924,-8.757491
449,-1.2028879,2.9989083
450,1.9886968,1.2004299
451,1.9785576,3.7867825
452,1.7671295,5.103903
453,6.562467,-7.11908
454,7.3330784,-2.970473
455,7.648334,-7.991605
456,-7.8916864,7.2370915
457,11.371112,21.216515
458,2.5371752,2.7296302
459,-8.283158,-4.022017
460,-2.3300378,21.56882
461,2.1627796,3.5436785
462,11.900393,21.954134
463,1.7570502,4.821797
464,-7.4407897,18.225872
465,8.762295,-1.7362444
466,8.65725,-1.8403121
467,9.48827,19.326183
468,1.8328397,5.1712723
469,-6.9025536,6.3609886
470,-5.2326865,6.040967
471,-8.28029,-4.025261
472,7.4754415,-8.115257
473,3.2063046,-1.604237
474,3.7240846,9.081101
475,3.179339,-1.6326934
476,3.1661482,-1.6414421
477,3.1848214,-1.6281455
478,2.5701237,1.2108077
479,9.810641,-9.45223
480,11.336317,21.208221
481,16.311932,18.974718
482,16.444233,12.974643
483,-6.8324056,4.118405
484,-7.2074485,-9.94222
485,-7.4537587,14.8152075
486,8.947554,-6.581594
487,9.126861,-4.1171727
488,23.082972,2.1457622
489,-2.55792,13.59366
490,6.918942,-6.8582473
491,8.1364355,-3.836782
492,6.982583,-6.866974
493,8.13779,-5.934719
494,7.293144,-2.9751527
495,-14.838087,16.63008
496,22.499367,10.987003
497,6.631316,-7.14727
498,7.3981576,-6.4897738
499,9.487116,19.325394
500,8.177009,-5.8588724
501,6.8427525,26.248234
502,8.415529,-12.268267
503,-2.2791753,12.420451
504,9.680415,-1.7816879
505,8.158647,-3.712202
506,9.41079,-2.9188855
507,10.744849,-0.06072918
508,18.765142,18.387505
509,8.405222,-1.7341927
510,7.748475,-2.9203355
511,6.923984,-6.8651886
512,10.518793,0.012608707
513,6.724769,-7.345688
514,10.962645,-2.939989
515,8.416186,-4.416942
516,-8.059583,7.416915
517,7.3346624,-2.989593
518,-8.264898,-4.040451
519,-7.206639,-9.943021
520,7.448185,-7.9251957
521,14.079494,4.387643
522,7.596982,-8.020418
523,8.2573805,-8.973296
524,1.9887962,3.7768307
525,8.769074,-1.5122634
526,10.899292,-2.3532624
527,-7.43665,14.214706
528,2.0169482,1.233953
529,-7.2299104,-9.919773
530,8.8841915,-2.199661
531,25.09998,13.618467
532,-7.627943,18.361677
533,-7.691002,15.966937
534,10.600533,-2.1134155
535,-11.5794935,14.836614
536,10.214786,-5.0970564
537,-2.2662187,1.5401721
538,-11.547463,14.868291
539,7.57749,-2.898853
540,25.651503,13.825836
541,10.811046,-3.2178373
542,-5.230754,6.0378213
543,-4.122287,-2.5628521
544,21.874794,0.3939608
545,11.325823,20.973034
546,9.82615,-9.465218
547,10.9755745,-3.0623162
548,6.1921954,19.346727
549,10.535082,-2.0993662
550,7.471068,-8.126599
551,6.7812743,-7.3023677
552,1.8554422,-0.5561488
553,-4.1137304,-2.5368702
554,22.922611,10.184849
555,2.6954668,1.1851434
556,-14.838101,16.630089
557,25.667847,12.811664
558,-2.3927004,1.5599023
559,1.6789347,4.498473
560,9.401397,-3.1315546
561,10.751224,20.485495
562,22.323881,10.285066
563,26.080738,13.356467
564,-11.518923,14.895086
565,22.211403,10.24001
566,-1.181329,3.0614529
567,9.486892,19.325048
568,6.857252,-6.942991
569,10.229512,11.336181
570,9.333816,-1.6245524
571,18.374126,19.020851
572,10.061606,0.1853964
573,25.785797,12.821394
574,9.74956,-9.358182
575,8.44117,-12.293294
576,-2.2568665,1.358694
577,8.140479,-5.940674
578,7.7065907,-2.9212258
579,-0.30632654,3.1428418
580,-3.320444,16.878569
581,9.483734,19.320042
582,-3.7777522,-2.2981925
583,-2.0411794,1.3098732
584,-1.4036674,1.3246828
585,6.679012,-7.2145214
586,8.429986,-4.327519
587,8.889906,-2.1771808
588,6.9136415,-7.395109
589,22.950792,10.098924
590,7.3672843,-6.5162077
591,11.328467,11.017169
592,7.7515225,-2.943977
593,15.764467,9.671414
594,16.425045,17.771675
595,20.043102,-5.5158677
596,-7.6964693,15.927276
597,-8.246339,7.024576
598,16.577175,13.380654
599,-0.30054784,3.1598856
600,25.879946,12.739817
601,18.376928,19.021898
602,6.837335,26.2739
603,-2.126711,21.361563
604,-7.2255216,14.348132
605,18.77801,-6.1792717
606,22.570305,10.593464
607,3.693266,9.05336
608,26.10775,13.345626
609,2.2043805,0.950793
610,21.880404,0.39450127
611,23.057287,2.1263735
612,25.617857,13.805823
613,6.586943,-7.1259007
614,7.344895,-6.5603647
615,6.865788,26.273903
616,26.398388,-5.7847757
617,-3.6306965,-1.7993069
618,8.744856,-3.6976786
619,9.16641,-1.6396663
620,-1.2792419,2.8922682
621,-12.145252,2.9049091
622,1.7634046,8.589275
623,26.092527,13.292171
624,7.4278297,-8.121076
625,25.838823,13.577189
626,7.7030277,-2.9180768
627,8.447027,-4.267077
628,-7.69242,15.606159
629,-7.6637454,15.788595
630,-1.9508755,12.252506
631,-7.753557,14.12754
632,18.757217,-6.196342
633,26.132906,13.335983
634,-2.0883582,1.2031871
635,6.175758,19.348402
636,8.751692,-1.5047094
637,21.873304,0.39039004
638,-7.889476,14.694749
639,-11.482025,14.94089
640,6.1885285,19.33581
641,-8.235198,6.952566
642,9.712645,-1.7916901
643,19.994997,-5.5656548
644,-1.3835387,1.3347807
645,16.599108,13.413718
646,9.342194,-2.9325473
647,10.583037,-2.122624
648,8.8759165,-2.1828163
649,10.757225,-2.3126833
650,-3.6281714,-1.7998682
651,-7.801571,14.993303
652,23.089867,2.1579218
653,-7.7446065,13.934346
654,-3.6703498,-1.8502194
655,3.1949399,-1.641808
656,3.1790276,-1.626328
657,6.891165,26.296288
658,3.1850085,-1.6194719
659,16.43735,13.009888
660,2.1187003,3.3882008
661,7.000043,-6.8477817
662,9.779381,-9.095837
663,9.386911,-9.039127
664,6.6544104,-7.160817
665,6.7300663,-7.2096186
666,9.29923,-8.329528
667,7.3149543,-6.6022444
668,8.950154,-6.582805
669,10.959298,-2.177016
670,24.710146,13.618523
671,8.269676,-12.124254
672,8.103792,-3.7891212
673,3.655948,23.006569
674,-3.8823936,9.032545
675,26.4154,-5.791518
676,2.5790992,2.6531382
677,7.9637403,-6.1636887
678,8.273573,-12.128181
679,3.4119778,12.655252
680,-6.821692,5.97287
681,9.720806,7.933465
682,-3.67983,-1.8337469
683,-1.9777236,12.8890705
684,-7.6599507,15.8078
685,19.37535,-5.7690907
686,-6.9258537,17.391413
687,9.540913,-8.303284
688,10.983941,-3.0070918
689,-1.9902953,1.728004
690,8.428104,-1.7135462
691,7.1965766,-6.6546564
692,-6.903747,17.341942
693,9.735005,-1.8184047
694,-1.8108891,12.073624
695,16.39228,18.29185
696,14.018447,4.3564262
697,10.997197,-3.0323503
698,-3.9230642,9.071246
699,6.9838834,-6.8196783
700,5.3855405,14.600215
701,7.4708776,-8.137751
702,3.1841729,-1.6267821
703,21.877445,0.3959036
704,8.1304245,-3.8131068
705,1.7113642,5.1530905
706,11.907369,21.960167
707,-2.1523435,1.3059754
708,2.0966616,3.2675354
709,25.250135,13.16525
710,1.5960448,8.74857
711,9.718159,7.930563
712,6.625805,-7.1366916
713,7.277077,-7.798278
714,10.415267,-5.0592284
715,16.421494,17.714054
716,1.9884404,3.779111
717,8.161378,-5.921299
718,2.081735,3.5392103
719,10.552213,-0.31323874
720,1.7958895,1.8382432
721,22.187666,10.223474
722,-1.1094964,2.975309
723,-2.1219964,2.5199006
724,9.364214,-1.633991
725,6.7131205,-7.2014484
726,9.245134,-8.260568
727,-2.1274524,1.2222197
728,7.6303635,-8.083625
729,8.923269,-6.65631
730,6.36444,18.345196
731,9.732198,7.931177
732,-1.2204409,3.064145
733,10.768027,20.514406
734,6.21621,18.513268
735,8.257808,-8.982936
736,-2.3197598,21.558214
737,25.253925,13.140799
738,-4.119112,-2.5498812
739,7.3635125,-7.8146763
740,22.57011,10.711917
741,21.859272,0.37953332
742,8.671925,-1.7389383
743,8.94879,-6.5786247
744,8.26547,-8.978901
745,-6.832046,4.9286013
746,11.382574,21.22819
747,26.0504,13.456041
748,8.607847,-1.3871046
749,9.348303,-9.048367
750,8.875622,-6.5777187
751,8.090376,-3.7084324
752,2.1582596,1.673164
753,1.7477953,5.154443
754,10.846725,-3.166946
755,26.061363,13.443374
756,-1.6451647,12.058593
757,1.9720294,3.7957196
758,7.6456575,-8.002277
759,11.360313,21.226162
760,5.4144764,14.56867
761,9.255969,-8.356444
762,10.6042595,-2.1254764
763,2.1304998,3.4638834
764,6.941173,4.5363483
765,9.386533,-1.6466894
766,7.5201497,-7.9528046
767,-4.494777,-1.8463598
768,11.909583,21.949833
769,8.149014,-5.928029
770,1.6966667,4.791879
771,23.095646,2.1678975
772,-2.1523705,2.279646
773,19.3988,-5.736277
774,-0.7529054,2.9847755
775,22.202831,10.232219
776,6.767594,-7.284214
777,11.903035,21.96996
778,-7.3187265,14.25309
779,22.968529,10.157571
780,16.588383,13.395304
781,8.421677,-4.402716
782,-3.6780438,-1.9204308
783,-7.663224,16.287186
784,21.864244,0.38333306
785,16.420761,17.758982
786,16.73184,12.977581
787,16.431814,13.046343
788,1.722122,4.5463095
789,9.443879,-3.0476139
790,14.1984215,10.752381
791,10.935227,-2.9607081
792,10.140862,0.15070148
793,26.432468,-5.802812
794,-7.832908,14.900365
795,16.829433,12.879745
796,10.7532425,20.495987
797,9.420779,-9.120306
798,19.429575,-5.698032
799,8.487257,-12.337317
800,-3.9162393,9.06463
801,6.238305,18.493147
802,7.9264274,-6.1886
803,-0.36631995,3.125539
804,9.2763815,-4.3075204
805,1.7114743,4.878209
806,17.188831,11.633486
807,10.789293,-3.233071
808,1.7559054,1.6604084
809,6.1272755,-7.159685
810,18.934378,-6.0488577
811,6.8766284,-7.3580065
812,1.6604829,4.521038
813,-3.7805023,-2.313471
814,8.031513,-6.1162567
815,10.698155,-0.045771763
816,-1.1957401,2.898284
817,-1.7425171,1.6278814
818,-3.225503,16.931673
819,-3.9019203,9.050432
820,26.431948,-5.8024893
821,23.0889,12.569148
822,8.909893,-8.796236
823,7.428429,-7.873466
824,3.1893978,-1.6225744
825,-1.422267,1.2906803
826,6.9104896,4.594412
827,13.883123,4.2536273
828,3.682019,9.050635
829,9.729594,7.9259562
830,26.434305,-5.800835
831,-7.7481613,14.014644
832,8.714749,-1.4216253
833,8.326971,-5.576316
834,7.2890635,-2.9349184
835,-2.5691097,13.58076
836,-8.273381,7.031368
837,-3.7532923,-1.9951535
838,-11.453929,14.968119
839,-7.474059,17.543238
840,8.198233,-3.7119646
841,19.450771,-5.6937785
842,-2.4010992,1.5573218
843,-1.9748027,1.3978
844,22.197142,10.224983
845,10.766705,20.501415
846,6.9761953,-6.834812
847,8.116089,-5.969085
848,2.0898504,3.4221418
849,24.460484,13.569389
850,-7.2432394,-9.906474
851,25.727524,12.795419
852,-2.4875724,13.540893
853,-6.750686,17.208832
854,-7.4535055,6.851508
855,26.41005,-5.79046
856,-11.596156,14.839578
857,-6.804289,4.0786815
858,-8.226178,7.446478
859,15.588528,3.9834738
860,9.482013,19.318674
861,-1.1609198,3.0254414
862,1.9890246,1.1912103
863,10.491838,0.023548154
864,2.1879113,1.4785453
865,-7.520097,17.621428
866,-7.8760414,14.494035
867,-1.2497659,2.9229507
868,9.82362,-9.464397
869,21.845783,0.3710548
870,-1.9731194,12.905091
871,8.161709,-5.884772
872,26.409515,-5.7901626
873,8.9250965,-8.820645
874,9.604486,-1.7698988
875,11.769176,20.99308
876,19.372969,-5.722474
877,10.950911,-3.0932403
878,-8.299742,-4.003549
879,14.243654,10.7353945
880,18.72453,18.381811
881,-7.630634,18.351673
882,18.74975,18.419151
883,9.87644,-3.1784358
884,26.352798,-5.762939
885,10.881729,-2.3956318
886,8.265347,-1.9527088
887,-7.2564154,-9.893252
888,-6.818762,4.8461356
889,-7.6016736,6.9227033
890,6.027104,-7.267933
891,-6.861926,6.337251
892,2.137601,1.489574
893,8.448464,-4.5072494
894,8.859431,-1.50196
895,-7.2308674,-9.918865
896,1.7964853,1.5954287
897,-1.9459361,1.6990008
898,9.346571,-2.9030879
899,6.8691206,26.272194
900,5.3757553,14.610538
901,2.251945,3.3269632
902,9.779733,-3.152053
903,-8.017624,7.403391
904,1.8198527,5.201018
905,-0.25811478,3.1653044
906,16.345778,12.921524
907,-1.4188442,1.314263
908,23.106564,2.183573
909,10.817114,-2.4320018
910,7.6776133,-2.9222395
911,10.771078,20.503893
912,3.4120088,12.611806
913,1.6832527,4.659447
914,8.868347,-1.442345
915,10.819942,-3.192625
916,1.6730182,4.5795674
917,10.779738,-2.3297415
918,9.762875,-2.4972692
919,6.2327237,18.499844
920,-7.7452183,13.976562
921,26.357641,-5.7662907
922,7.592298,-6.3861036
923,-2.0450344,21.276773
924,22.43059,10.955707
925,-8.314835,-3.9901512
926,3.4099896,12.608471
927,-2.3080482,21.54661
928,10.957676,-3.1064265
929,1.6757157,4.5946193
930,7.9821224,-6.1046147
931,8.410561,-4.3020453
932,-2.1190865,13.095492
933,17.151037,11.642327
934,6.092152,-7.2554584
935,2.3470669,3.1647763
936,10.204388,0.09032471
937,-3.8212128,8.971128
938,-6.796282,4.068985
939,22.931772,10.183883
940,16.420782,13.041475
941,10.673825,-2.2390792
942,-7.686143,15.303842
943,-7.4736753,17.541185
944,-2.1783447,13.1883135
945,21.834558,0.36103615
946,-1.237474,3.0653827
947,8.944944,-8.833314
948,-3.6095316,-1.6722046
949,6.022514,-7.255835
950,-1.7320518,1.5857393
951,3.4185913,12.670813
952,18.74703,18.404997
953,-2.0817528,1.2101274
954,7.2543545,-7.781211
955,-1.960299,12.888158
956,7.334821,-2.978904
957,8.242996,-8.964703
958,25.256746,13.135864
959,2.1847878,3.279644
960,-8.302852,-4.0000854
961,10.78592,20.5053
962,19.269758,-5.8205733
963,-7.8190184,14.91438
964,-8.302353,-4.0005136
965,2.8252897,0.6066872
966,18.345272,19.059845
967,8.918525,-6.593695
968,-2.2713192,13.308773
969,8.901286,-6.669725
970,8.950035,-6.5787916
971,10.004755,-9.101301
972,26.310173,-5.758492
973,8.029789,-6.085314
974,9.405839,-9.083628
975,21.829288,0.35756528
976,8.894987,-6.667374
977,8.889067,-6.608713
978,1.8440739,4.049427
979,11.430513,21.280523
980,16.331627,12.897526
981,-7.629636,18.37298
982,10.031972,-3.1928666
983,9.373699,-4.532881
984,-7.4569497,17.51588
985,7.61717,-8.041954
986,7.3411975,-2.9712992
987,16.586466,13.393584
988,11.951773,21.90304
989,-8.309356,-3.9927185
990,23.10881,2.1877124
991,18.325567,19.077284
992,26.245436,-5.7323194
993,-1.3305072,2.8194032
994,-3.7225368,-1.9313185
995,6.10781,-7.166882
996,9.439319,-4.936056
997,18.745522,18.389322
998,-2.4681046,13.552841
999,-3.26175,16.900627
1000,26.19707,-5.6963935
1001,8.91249,-1.4456447
1002,-6.8387413,4.9099417
1003,25.261547,13.136374
1004,-7.68658,15.770022
1005,-1.9594392,12.268684
1006,-2.5735466,13.583592
1007,9.456099,-4.9155617
1008,-7.401763,18.153332
1009,8.727557,-1.7254951
1010,1.6793846,4.607521
1011,10.648652,-5.1521554
1012,26.181213,-5.6957593
1013,6.8741846,4.877553
1014,-8.3093605,-3.9917412
1015,11.448778,21.290583
1016,16.43042,12.985356
1017,26.189337,-5.7041445
1018,26.188854,-5.7081184
1019,8.983559,-8.789627
1020,26.151873,-5.6876955
1021,-7.2496705,-9.900043
1022,10.886328,-2.314698
1023,3.1591413,-1.625815
1024,26.182543,-5.703206
1025,26.172918,-5.6939893
1026,26.182693,-5.7032485
1027,-5.211991,6.0658383
1028,3.1523087,-1.6402543
1029,18.775621,-6.180721
1030,25.711826,12.794601
1031,26.077854,13.36029
1032,6.9273186,4.603469
1033,26.1798,-5.6959863
1034,-6.825636,4.1025524
